ACCtrinom,SYNtri,grp,isTrinomial,notes,newTaxa,origFullText
Atrichum_selwynii,Atrichum_undulatum,moss,0,,,Atrichum undulatum (Hedw.) P.Beauv. [misapplied; Calif. plants are A. selwynii]
Atrichum_selwynii,,moss,0,,,Atrichum selwynii Austin 
Atrichum_selwynii,Atrichum_rosulatum,moss,0,NA,NA,NA
Atrichum_selwynii,Atrichum_selwinyii,moss,0,NA,NA,NA
Atrichum_selwynii,Atrichum_swelwynii,moss,0,NA,NA,NA
Atrichum_selwynii,Catharinea_selwynii,moss,0,NA,NA,NA
Atrichum_selwynii,Atrichum_oerstedianum,moss,0,NA,NA,NA
Atrichum_selwynii,Atrichum_undulata,moss,0,NA,NA,NA
Atrichum_selwynii,Atrichum_undulatum,moss,0,NA,NA,NA
Atrichum_selwynii,Atrichum_undulatum,moss,0,NA,NA,NA
Atrichum_selwynii,Catharinea_undulata,moss,0,NA,NA,NA
Atrichum_selwynii,Catherinea_undulata,moss,0,NA,NA,NA
Atrichum_selwynii,Polytrichum_undulatum,moss,0,NA,NA,NA
Aulacomnium_androgynum,,moss,0,,,Aulacomnium androgynum (Hedw.) Schwägr. 
Aulacomnium_androgynum,Aulacamnium_androgynum,moss,0,NA,NA,NA
Aulacomnium_androgynum,Aulacommium_androgynum,moss,0,NA,NA,NA
Aulacomnium_androgynum,Aulacomnium_androhynum,moss,0,NA,NA,NA
Aulacomnium_palustre,,moss,0,,,Aulacomnium palustre (Hedw.) Schwägr.
Aulacomnium_palustre,Alacomnium_palustre,moss,0,NA,NA,NA
Aulacomnium_palustre,Aulacommium_palustre,moss,0,NA,NA,NA
Aulacomnium_palustre,Aulacomniuim_palustre,moss,0,NA,NA,NA
Aulacomnium_palustre,Aulacomnium_papillosum,moss,0,NA,NA,NA
Aulacomnium_palustre,Aulacomnium_paslustre,moss,0,NA,NA,NA
Aulacomnium_palustre,Aulacomnium_paulustre,moss,0,NA,NA,NA
Aulacomnium_palustre,Aulocomnium_palustre,moss,0,NA,NA,NA
Aulacomnium_palustre,Mnium_palustre,moss,0,NA,NA,NA
Barbula_bolleana,Barbula_ehrenbergii,moss,0,,,Barbula bolleana (Müll.Hal.) Broth. [=Barbula ehrenbergii]
Barbula_bolleana,Barbula_ehrenbergiana,moss,0,NA,NA,NA
Barbula_bolleana,Barbula_ehrenbergii,moss,0,NA,NA,NA
Barbula_bolleana,Hydrogonium_ehrenbergii,moss,0,NA,NA,NA
Barbula_commutata,,moss,0,,new to CA since 2004,xBarbula commutata Jur.
Barbula_convoluta,,moss,0,,,Barbula convoluta Hedw. 
Barbula_convoluta,Streblotrichum_convolutum,moss,0,NA,NA,NA
Barbula_eustegia,,moss,0,,,Barbula eustegia Cardot & Thér.
Barbula_unguiculata,,moss,0,,,Barbula unguiculata Hedw. 
Barbula_unguiculata,Barbula_ungiculata,moss,0,NA,NA,NA
Barbula_unguiculata,Barbula_unguculata,moss,0,NA,NA,NA
Barbula_unguiculata,Barbula_unguiculatula,moss,0,NA,NA,NA
Barbula_unguiculata,Barbula_uniguiculata,moss,0,NA,NA,NA
Barbula_unguiculata,Barbula_unquiculata,moss,0,NA,NA,NA
Barbula_unguiculata,Tortula_unguiculata,moss,0,NA,NA,NA
Bartramia_aprica,Bartramia_stricta,moss,0,misapplied in CA,,"Bartramia aprica Müll.Hal. [Bartramia stricta Brid., misapplied for Northern Hemisphere plants]"
Bartramia_aprica,Bartramia_stricta,moss,0,NA,NA,NA
Bartramia_ithyphylla,,moss,0,,,Bartramia ithyphylla Brid. 
Bartramia_pomiformis,,moss,0,,,Bartramia pomiformis Hedw.
Bartramia_pomiformis,Bartramia_circinnulata,moss,0,NA,NA,NA
Bartramia_pomiformis,Bartramia_circinulata,moss,0,NA,NA,NA
Bartramia_pomiformis,Bartramia_glaucoviridis,moss,0,NA,NA,NA
Bartramia_pomiformis,Bartramia_pomiferis,moss,0,NA,NA,NA
Bartramia_pomiformis,Bartramia_pomiformes,moss,0,NA,NA,NA
Bartramia_pomiformis,Bartramis_pomiformis,moss,0,NA,NA,NA
Bestia_longipes,,moss,0,,,Bestia longipes (Sull. & Lesq.) Broth. 
Bestia_longipes,Alsia_longipes,moss,0,NA,NA,NA
Bestia_longipes,Alsia_sullivantii,moss,0,NA,NA,NA
Blindia_acuta,,moss,0,,,Blindia acuta (Hedw.) Bruch & Schimp.
Blindia_acuta,Blindia_arcuata,moss,0,NA,NA,NA
Blindia_acuta,Blindia_flexipes,moss,0,NA,NA,NA
Blindia_acuta,Weissia_acuta,moss,0,NA,NA,NA
Brachytheciastrum_collinum,Brachythecium_collinum,moss,0,,,Brachytheciastrum collinum (Schleich. ex Müll.Hal.) Ignatov & Huttunen [=Brachythecium collinum]
Brachytheciastrum_collinum,Brachythecium_collinum,moss,0,NA,NA,NA
Brachytheciastrum_collinum,Brachythecium_idahense,moss,0,NA,NA,NA
Brachytheciastrum_collinum,Brachythecium_utahense,moss,0,NA,NA,NA
Brachytheciastrum_collinum,Chamberlainia_collina,moss,0,NA,NA,NA
Brachytheciastrum_collinum,Hypnum_hillebrandii,moss,0,NA,NA,NA
Brachytheciastrum_fendleri,Brachythecium_fendleri,moss,0,,,Brachytheciastrum fendleri (Sull.) Ochyra & Żarowiec [=Brachythecium fendleri]
Brachytheciastrum_fendleri,Brachythecium_fendleri,moss,0,NA,NA,NA
Brachytheciastrum_fendleri,Leskea_fendleri,moss,0,NA,NA,NA
Brachytheciastrum_leibergii,Brachythecium_leibergii,moss,0,,,Brachytheciastrum leibergii (Grout) Ignatov & Huttunen [=Brachythecium leibergii] 
Brachytheciastrum_leibergii,Brachythecium_leibergii,moss,0,NA,NA,NA
Brachytheciastrum_leibergii,Chamberlainia_leibergii,moss,0,NA,NA,NA
Brachytheciastrum_velutinum,Brachythecium_velutinum,moss,0,,,Brachytheciastrum velutinum (Hedw.) Ignatov & Huttunen [=Brachythecium velutinum]
Brachytheciastrum_velutinum,Brachythecium_velitunum,moss,0,NA,NA,NA
Brachytheciastrum_velutinum,Brachythecium_velutinum,moss,0,NA,NA,NA
Brachytheciastrum_velutinum,Chamberlainia_velutina,moss,0,NA,NA,NA
Brachytheciastrum_velutinum,Chamberlainia_velutinum,moss,0,NA,NA,NA
Brachythecium_acutum,,moss,0,,,Brachythecium acutum (Mitt.) Sull.
Brachythecium_acutum,Brachythecium_mildeanum,moss,0,NA,NA,NA
Brachythecium_acutum,Brachythecium_pseudocollinum,moss,0,NA,NA,NA
Brachythecium_acutum,Hypnum_acutum,moss,0,NA,NA,NA
Brachythecium_albicans,,moss,0,,,Brachythecium albicans (Hedw.) Schimp. 
Brachythecium_albicans,Brachythecium_beringianum,moss,0,NA,NA,NA
Brachythecium_albicans,Brachythecium_pseudoalbicans,moss,0,NA,NA,NA
Brachythecium_albicans,Brachythecium_pseudoalbicans,moss,0,NA,NA,NA
Brachythecium_albicans,Chamberlainia_albicans,moss,0,NA,NA,NA
Brachythecium_albicans,Hypnum_albicans,moss,0,NA,NA,NA
Brachythecium_asperrimum,,moss,0,,,Brachythecium asperrimum (Mitt. ex Müll.Hal.) Sull.
Brachythecium_asperrimum,Brachythecium_asperimum,moss,0,NA,NA,NA
Brachythecium_asperrimum,Brachythecium_asperium,moss,0,NA,NA,NA
Brachythecium_asperrimum,Brachythecium_gemmascens,moss,0,NA,NA,NA
Brachythecium_asperrimum,Brachythecium_subintricatum,moss,0,NA,NA,NA
Brachythecium_asperrimum,Hypnum_asperrimum,moss,0,NA,NA,NA
Brachythecium_calcareum,,moss,0,,,Brachythecium calcareum Kindb.
Brachythecium_erythrorrhizon,,moss,0,,,Brachythecium erythrorrhizon Schimp. 
Brachythecium_erythrorrhizon,Brachyhecium_erythrorrhizon,moss,0,NA,NA,NA
Brachythecium_erythrorrhizon,Brachythecium_erythorrhizon,moss,0,NA,NA,NA
Brachythecium_erythrorrhizon,Brachythecium_erythrorhizon,moss,0,NA,NA,NA
Brachythecium_erythrorrhizon,Chamberlainia_erythrorrhiza,moss,0,NA,NA,NA
Brachythecium_frigidum,,moss,0,,,Brachythecium frigidum (Müll.Hal.) Besch. 
Brachythecium_frigidum,Brachythecium_frigidium,moss,0,NA,NA,NA
Brachythecium_frigidum,Brachythecium_lamprochryseum,moss,0,NA,NA,NA
Brachythecium_frigidum,Brachythecium_lamprochryseum,moss,0,NA,NA,NA
Brachythecium_frigidum,Brachythecium_washingtonianum,moss,0,NA,NA,NA
Brachythecium_nelsonii,,moss,0,,,Brachythecium nelsonii Grout
Brachythecium_rivulare,,moss,0,,,Brachythecium rivulare Bruch & Schimp.
Brachythecium_rivulare,Brachythecium_rivulate,moss,0,NA,NA,NA
Brachythecium_rutabulum,,moss,0,,,Brachythecium rutabulum (Hedw.) Bruch & Schimp. 
Brachythecium_rutabulum,Hypnum_rutabulum,moss,0,NA,NA,NA
Brachythecium_salebrosum,,moss,0,,,Brachythecium salebrosum (F.Weber & D.Mohr) Bruch & Schimp.
Brachythecium_salebrosum,Brachythecium_flexicaule,moss,0,NA,NA,NA
Brachythecium_salebrosum,Brachythecium_flexicaule,moss,0,NA,NA,NA
Brachythecium_salebrosum,Brachythecium_salebrosa,moss,0,NA,NA,NA
Brachythecium_salebrosum,Brachythecium_salebrosulum,moss,0,NA,NA,NA
Brachythecium_salebrosum,Brachythecium_salesbrosum,moss,0,NA,NA,NA
Brachythecium_salebrosum,Brachythecium_scalebrosum,moss,0,NA,NA,NA
Brachythecium_salebrosum,Chamberlainia_salebrosa,moss,0,NA,NA,NA
Brachythecium_salebrosum,Chamberlainia_salebrosum,moss,0,NA,NA,NA
Brachythecium_salebrosum,Hypnum_salebrosum,moss,0,NA,NA,NA
Brachythecium_venustum,,moss,0,,,Brachythecium venustum DeNot.
Bruchia_bolanderi,,moss,0,,,Bruchia bolanderi Lesq. 
Bruchia_flexuosa,,moss,0,,,Bruchia flexuosa (Schwägr.) Müll.Hal.
Bruchia_flexuosa,Bruchia_brevicollis,moss,0,NA,NA,NA
Bruchia_flexuosa,Bruchia_donnellii,moss,0,NA,NA,NA
Bruchia_flexuosa,Bruchia_flexousa,moss,0,NA,NA,NA
Bruchia_flexuosa,Bruchia_sullivanti,moss,0,NA,NA,NA
Bruchia_flexuosa,Bruchia_sullivantii,moss,0,NA,NA,NA
Bryoerythrophyllum_columbianum,,moss,0,,,Bryoerythrophyllum columbianum (F.J.Herm. & E.Lawton) R.H.Zander 
Bryoerythrophyllum_columbianum,Didymodon_columbianus,moss,0,NA,NA,NA
Bryoerythrophyllum_ferruginascens,,moss,0,,new to CA since 2004,xBryoerythrophyllum ferruginascens (Stirt.) Giacom.
Bryoerythrophyllum_ferruginascens,Barbula_ferruginascens,moss,0,NA,NA,NA
Bryoerythrophyllum_ferruginascens,Bryoerythrophyllum_feruginascens,moss,0,NA,NA,NA
Bryoerythrophyllum_ferruginascens,Bryoerythrophyllum_furruginascens,moss,0,NA,NA,NA
Bryoerythrophyllum_recurvirostrum,,moss,0,,,Bryoerythrophyllum recurvirostrum (Hedw.) P.-C.Chen
Bryoerythrophyllum_recurvirostrum,Bryoerythophyllum_recurvirostrum,moss,0,NA,NA,NA
Bryoerythrophyllum_recurvirostrum,Bryoerythrophyllum_recurvirostre,moss,0,NA,NA,NA
Bryoerythrophyllum_recurvirostrum,Bryoerythrophyllum_recurvirostris,moss,0,NA,NA,NA
Bryoerythrophyllum_recurvirostrum,Bryoerythrophyllum_recurvirostrr,moss,0,NA,NA,NA
Bryoerythrophyllum_recurvirostrum,Bryoerythrophyllum_recurvirstorum,moss,0,NA,NA,NA
Bryoerythrophyllum_recurvirostrum,Bryoerythrophyllum_recurvistrum,moss,0,NA,NA,NA
Bryoerythrophyllum_recurvirostrum,Bryoerythruphyllum_recurvirostrum,moss,0,NA,NA,NA
Bryoerythrophyllum_recurvirostrum,Didymodon_recurvirostris,moss,0,NA,NA,NA
Bryoerythrophyllum_recurvirostrum,Didymodon_rubellus,moss,0,NA,NA,NA
Bryolawtonia_vancouveriensis,,moss,0,,,Bryolawtonia vancouveriensis (Kindb.) D.H.Norris & Enroth
Bryolawtonia_vancouveriensis,Bestia_holzingeri,moss,0,NA,NA,NA
Bryolawtonia_vancouveriensis,Bestia_occidentalis,moss,0,NA,NA,NA
Bryolawtonia_vancouveriensis,Bestia_vancourveriensis,moss,0,NA,NA,NA
Bryolawtonia_vancouveriensis,Bestia_vancouveriensis,moss,0,NA,NA,NA
Bryolawtonia_vancouveriensis,Bryolawtonia_vancouoveriensis,moss,0,NA,NA,NA
Bryolawtonia_vancouveriensis,Bryolawtonia_vancouveriense,moss,0,NA,NA,NA
Bryolawtonia_vancouveriensis,Heterocladium_vancouveriense,moss,0,NA,NA,NA
Bryolawtonia_vancouveriensis,Hypnum_occidentale,moss,0,NA,NA,NA
Bryolawtonia_vancouveriensis,Isothecium_occidentale,moss,0,NA,NA,NA
Bryolawtonia_vancouveriensis,Porotrichum_vancouveriense,moss,0,NA,NA,NA
Bryolawtonia_vancouveriensis,Thamnium_holzingeri,moss,0,NA,NA,NA
Bryolawtonia_vancouveriensis,Thuidium_vancouveriense,moss,0,NA,NA,NA
Bryum_argenteum,,moss,0,,,Bryum argenteum Hedw. 
Bryum_argenteum,Bryum_argentatum,moss,0,NA,NA,NA
Bryum_blindii,,moss,0,,new to CA since 2004,xBryum blindii Bruch & Schimp.
Bryum_blindii,Bryum_laetum,moss,0,NA,NA,NA
Bryum_calobryoides,,moss,0,,,Bryum calobryoides J.R.Spence
Bryum_chryseum,,moss,0,,new to CA since 2004,xBryum chryseum Mitt. 
Bryum_lanatum,,moss,0,,,Bryum lanatum (P.Beauv.) Brid.
Bryum_veronense,,moss,0,,new to CA since 2004,xBryum veronense DeNot.
Buckia_vaucheri,Hypnum_vaucheri,moss,0,,,"Buckia vaucheri (Lesq.) D.Rios, M.T.Gallego & J.Guerra [=Hypnum vaucheri]"
Buckia_vaucheri,Hypnum_complexum,moss,0,NA,NA,NA
Buckia_vaucheri,Hypnum_subcomplexum,moss,0,NA,NA,NA
Buckia_vaucheri,Hypnum_vaucheri,moss,0,NA,NA,NA
Buckia_vaucheri,Stereodon_vauceri,moss,0,NA,NA,NA
Buckia_vaucheri,Stereodon_vaucheri,moss,0,NA,NA,NA
Buckiella_undulata,Plagiothecium_undulatum,moss,0,,,Buckiella undulata (Hedw.) Ireland [=Plagiothecium undulatum]
Buckiella_undulata,Neckeropsis_undulata,moss,0,NA,NA,NA
Buckiella_undulata,Plagiothecium_undulatum,moss,0,NA,NA,NA
Bucklandiella_affinis,Racomitrium_affine,moss,0,,,Bucklandiella affinis (Schleich. ex F.Weber & D.Mohr) Bedn.-Ochyra & Ochyra [=Racomitrium affine]
Bucklandiella_affinis,Bucklandiella_affimis,moss,0,NA,NA,NA
Bucklandiella_affinis,Bucklandiella_affinus,moss,0,NA,NA,NA
Bucklandiella_affinis,Racomitrium_affine,moss,0,NA,NA,NA
Bucklandiella_affinis,Rhacomitrium_affine,moss,0,NA,NA,NA
Bucklandiella_heterosticha,Racomitrium_heterostichum,moss,0,,,Bucklandiella heterosticha (Hedw.) Bedn.-Ochyra & Ochyra [=Racomitrium heterostichum]
Bucklandiella_heterosticha,Racomitrium_heterostichoides,moss,0,NA,NA,NA
Bucklandiella_heterosticha,Racomitrium_heterostichum,moss,0,NA,NA,NA
Bucklandiella_heterosticha,Racomitrium_heterostrichum,moss,0,NA,NA,NA
Bucklandiella_heterosticha,Rhacomitrium_heterostichum,moss,0,NA,NA,NA
Bucklandiella_lawtonae,Racomitrium_lawtonae,moss,0,,,Bucklandiella lawtonae (Ireland) Bedn.-Ochyra & Ochyra [=Racomitrium lawtonae]
Bucklandiella_macounii,Racomitrium_macounii,moss,0,,,Bucklandiella macounii (Kindb.) Bedn.-Ochyra & Ochyra [=Racomitrium macounii]
Bucklandiella_macounii,Racomitrium_macounii,moss,0,NA,NA,NA
Bucklandiella_macounii,Rhacomitrium_macounii,moss,0,NA,NA,NA
Bucklandiella_microcarpa,Racomitrium_microcarpon,moss,0,,,Bucklandiella microcarpa (Hedw.) Bedn.-Ochyra & Ochyra [=Racomitrium microcarpon] confirm
Bucklandiella_microcarpa,Bucklandiella_microcarpon,moss,0,NA,NA,NA
Bucklandiella_microcarpa,Racomitrium_canadense,moss,0,NA,NA,NA
Bucklandiella_microcarpa,Racomitrium_microcarpon,moss,0,NA,NA,NA
Bucklandiella_microcarpa,Racomitrium_microcarpum,moss,0,NA,NA,NA
Bucklandiella_microcarpa,Rhacomitrium_microcarpon,moss,0,NA,NA,NA
Bucklandiella_microcarpa,Rhacomitrium_microcarpum,moss,0,NA,NA,NA
Bucklandiella_obesa,Racomitrium_obesum,moss,0,,,Bucklandiella obesa (Frisvoll) Bedn.-Ochyra & Ochyra [=Racomitrium obesum]
Bucklandiella_obesa,Racomitrium_obesum,moss,0,NA,NA,NA
Bucklandiella_occidentalis,Racomitrium_occidentale,moss,0,,,Bucklandiella occidentalis (Renauld & Cardot) Bedn.-Ochyra & Ochyra [=Racomitrium occidentale]
Bucklandiella_occidentalis,Racomitrium_occidentale,moss,0,NA,NA,NA
Bucklandiella_occidentalis,Rhacomitrium_occidentale,moss,0,NA,NA,NA
Bucklandiella_pacifica,Racomitrium_pacificum,moss,0,,,Bucklandiella pacifica (Ireland & J.R.Spence) Bedn.-Ochyra & Ochyra [=Racomitrium pacificum]
Bucklandiella_pacifica,Racomitrium_pacificum,moss,0,NA,NA,NA
Bucklandiella_sudetica,Racomitrium_sudeticum,moss,0,,,Bucklandiella sudetica (Funck) Bedn.-Ochyra & Ochyra [=Racomitrium sudeticum]
Bucklandiella_sudetica,Racomitrium_sudeticum,moss,0,NA,NA,NA
Bucklandiella_sudetica,Rhacomitrium_sudeticum,moss,0,NA,NA,NA
Bucklandiella_sudetica,Rhacomitrium_suditicum,moss,0,NA,NA,NA
Bucklandiella_sudetica,Trichostomum_sudeticum,moss,0,NA,NA,NA
Buxbaumia_aphylla,,moss,0,,,Buxbaumia aphylla Hedw. 
Buxbaumia_aphylla,Buxbauma_aphylla,moss,0,NA,NA,NA
Buxbaumia_piperi,,moss,0,,,Buxbaumia piperi Best 
Buxbaumia_viridis,,moss,0,,,Buxbaumia viridis (Moug. ex DC) Moug. & Nestl.
Buxbaumia_viridis,Buxbaumia_indusiata,moss,0,NA,NA,NA
Calliergonella_cuspidata,,moss,0,,,Calliergonella cuspidata (Hedw.) Loeske 
Calliergonella_cuspidata,Acrocladium_cuspidatum,moss,0,NA,NA,NA
Calliergonella_cuspidata,Calliergon_cuspidata,moss,0,NA,NA,NA
Calliergonella_cuspidata,Calliergon_cuspidatum,moss,0,NA,NA,NA
Calliergonella_cuspidata,Calliergonella_cuspidatum,moss,0,NA,NA,NA
Calliergonella_cuspidata,Hypnum_cuspidatum,moss,0,NA,NA,NA
Calliergonella_lindbergii,,moss,0,,,Calliergonella lindbergii (Mitt.) Hedenäs
Calliergonellopsis_dieckii,,moss,0,,,Callliergonellopsis dieckii (Renauld & Cardot) Jan Kučera & Ignatov
Camplyostelium_laegerae,,moss,0,,new to Science since 2004,"xyCamplyostelium laegerae Brinda, D.R.Toren & Shevock "
Campylium_chrysophyllum,Campyliadelphus_chrysophyllus,moss,0,,,Campylium chrysophyllum (Brid.) Lange [=Campyliadelphus chrysophyllus (Brid.) Kanda]
Campylium_chrysophyllum,Amblystegium_chrysophyllum,moss,0,NA,NA,NA
Campylium_chrysophyllum,Campyliadelphus_chrysophyllus,moss,0,NA,NA,NA
Campylium_chrysophyllum,Campylium_crysophyllum,moss,0,NA,NA,NA
Campylium_chrysophyllum,Hypnum_chrysophyllum,moss,0,NA,NA,NA
Campylium_stellatum,,moss,0,,,Campylium stellatum (Hedw.) Lange & C.E.O.Jensen
Campylium_stellatum,Campyliadelphus_stellatum,moss,0,NA,NA,NA
Campylium_stellatum,Campyliadelphus_stellatus,moss,0,NA,NA,NA
Campylium_stellatum,Campylium_stellatus,moss,0,NA,NA,NA
Campylium_stellatum,Hypnum_stellatum,moss,0,NA,NA,NA
Campylopodiella_flagellacea,Atractylocarpus_flagellaceus,moss,0,,,Campylopodiella flagellacea (Müll.Hal.) J.-P.Frahm & Isoviita [=Atractylocarpus flagellaceus]
Campylopodiella_flagellacea,Atractylocarpus_flagellaceus,moss,0,NA,NA,NA
Campylopodiella_flagellacea,Dicranum_flagellaceum,moss,0,NA,NA,NA
Campylopus_introflexus,,moss,0,,,Campylopus introflexus (Hedw.) Brid.
Campylopus_introflexus,Campylopus_atrovirens,moss,0,NA,NA,NA
Campylopus_pyriformis,,moss,0,,,Campylopus pyriformis (Schultz) Brid.
Campylopus_schmidii,,moss,0,,,Campylopus schmidii (Müll.Hal.) A.Jaeger [=C. aureus]
Campylopus_schmidii,Campylopus_aureus,moss,0,NA,NA,NA
Campylopus_subulatus,,moss,0,,,Campylopus subulatus Schimp. ex Milde
Campylostelium_pitardii,,moss,0,,new to CA since 2004,xCampylostelium pitardii (Corb.) E.Maier
Ceratodon_purpureus,,moss,0,,,Ceratodon purpureus (Hedw.) Brid. 
Ceratodon_purpureus,Ceratadon_purpureus,moss,0,NA,NA,NA
Ceratodon_purpureus,Ceratodon_purpurascens,moss,0,NA,NA,NA
Ceratodon_purpureus,Ceratodon_purpureum,moss,0,NA,NA,NA
Ceratodon_purpureus,Ceraton_purpureus,moss,0,NA,NA,NA
Ceratodon_purpureus,Ceratondon_purpureus,moss,0,NA,NA,NA
Ceratodon_purpureus,Cerotodon_purpureus,moss,0,NA,NA,NA
Ceratodon_purpureus,Dicranum_palustre,moss,0,NA,NA,NA
Ceratodon_stenocarpus,,moss,0,,,Ceratodon stenocarpus Bruch & Schimp.
Claopodium_bolanderi,,moss,0,,,Claopodium bolanderi Best 
Claopodium_bolanderi,Cladopodium_bolanderi,moss,0,NA,NA,NA
Claopodium_bolanderi,Clapodium_bolanderi,moss,0,NA,NA,NA
Claopodium_crispifolium,,moss,0,,,Claopodium crispifolium (Hook.) Renauld & Cardot
Claopodium_crispifolium,Cladopodium_crispifolium,moss,0,NA,NA,NA
Claopodium_crispifolium,Cladpodium_crispifolium,moss,0,NA,NA,NA
Claopodium_crispifolium,Hypnum_crispifolium,moss,0,NA,NA,NA
Claopodium_whippleanum,,moss,0,,,Claopodium whippleanum (Sull.) Renauld & Cardot
Claopodium_whippleanum,Claopodium_leuconeurum,moss,0,NA,NA,NA
Claopodium_whippleanum,Hypnum_whippleanum,moss,0,NA,NA,NA
Claopodium_whippleanum,Thuidium_whippleanum,moss,0,NA,NA,NA
Climacium_dendroides,,moss,0,,new to CA since 2004,xClimacium dendroides (Hedw.) F.Weber & D.Mohr
Climacium_dendroides,Climacium_dendroideum,moss,0,NA,NA,NA
Codonoblepharon_menziesii,Zygodon_menziesii,moss,0,,,Codonoblepharon menziesii Schwägr. [=Zygodon menziesii]
Codonoblepharon_menziesii,Zygodon_menziesii,moss,0,NA,NA,NA
Codonoblepharon_minutum,Zygodon_minutus,moss,0,,new to CA since 2004,xCodonoblepharon minutum (Müll.Hal. & Hampe) Matcham & O’Shea [=Zygodon minutus]
Codriophorus_acicularis,Racomitrium_aciculare,moss,0,,,Codriophorus acicularis (Hedw.) P.Beauv. [=Racomitrium aciculare]
Codriophorus_acicularis,Codriophorus_aciculare,moss,0,NA,NA,NA
Codriophorus_acicularis,Grimmia_acicularis,moss,0,NA,NA,NA
Codriophorus_acicularis,Racomitrium_aciculare,moss,0,NA,NA,NA
Codriophorus_acicularis,Racomitrium_aciculare,moss,0,NA,NA,NA
Codriophorus_acicularis,Racomitrium_aquaticum,moss,0,NA,NA,NA
Codriophorus_acicularis,Rhacomitrium_acciculare,moss,0,NA,NA,NA
Codriophorus_acicularis,Rhacomitrium_aciculare,moss,0,NA,NA,NA
Codriophorus_acicularis,Rhacomitrium_acicularis,moss,0,NA,NA,NA
Codriophorus_acicularis,Rhacomitrium_aquaticum,moss,0,NA,NA,NA
Codriophorus_acicularis,Trichostomum_aciculare,moss,0,NA,NA,NA
Codriophorus_depressus,Racomitrium_depressum,moss,0,,,Codriophorus depressus (Lesq.) Bedn.-Ochyra & Ochyra [=Racomitrium depressum] 
Codriophorus_depressus,Racomitrium_depressum,moss,0,NA,NA,NA
Codriophorus_fascicularis,Racomitrium_fasciculare,moss,0,,,Codriophorus fascicularis (Hedw.) Bedn.-Ochyra & Ochyra [=Racomitrium fasciculare] confirm
Codriophorus_fascicularis,Codriophorus_fasicularis,moss,0,NA,NA,NA
Codriophorus_fascicularis,Racomitrium_faciculare,moss,0,NA,NA,NA
Codriophorus_fascicularis,Racomitrium_fasciculare,moss,0,NA,NA,NA
Codriophorus_fascicularis,Racomitrium_palmeri,moss,0,NA,NA,NA
Codriophorus_fascicularis,Rhacomitrium_fasciculare,moss,0,NA,NA,NA
Codriophorus_fascicularis,Rhacomitrium_fasciculari,moss,0,NA,NA,NA
Codriophorus_fascicularis,Rhacomitrium_palmeri,moss,0,NA,NA,NA
Codriophorus_mollis,Racomitrium_molle,moss,0,,,Codriophorus mollis (Cardot) Bedn.-Ochyra & Ochyra [=Racomitrium molle]
Codriophorus_mollis,Racomitrium_molle,moss,0,NA,NA,NA
Codriophorus_norrisii,Racomitrium_norrisii,moss,0,,,Codriophorus norrisii (Bedn.-Ochyra & Ochyra) Bedn.-Ochyra & Ochyra [=Racomitrium norrisii]
Codriophorus_norrisii,Racomitrium_norrisii,moss,0,NA,NA,NA
Conardia_compacta,,moss,0,,,Conardia compacta (Müll.Hal.) H.Rob.
Conardia_compacta,Amblystegium_americanum,moss,0,NA,NA,NA
Conardia_compacta,Amblystegium_compactum,moss,0,NA,NA,NA
Conardia_compacta,Amblystegium_dissitifolium,moss,0,NA,NA,NA
Conardia_compacta,Amblystegium_distantifolium,moss,0,NA,NA,NA
Conardia_compacta,Amblystegium_subcompactum,moss,0,NA,NA,NA
Conardia_compacta,Hypnum_compactum,moss,0,NA,NA,NA
Conardia_compacta,Rhynchostegiella_compacta,moss,0,NA,NA,NA
Coscinodon_calyptratus,,moss,0,,,Coscinodon calyptratus (Drumm.) C.E.O.Jensen
Coscinodon_calyptratus,Coscinodon_calyptrata,moss,0,NA,NA,NA
Coscinodon_calyptratus,Grimmia_calyptrata,moss,0,NA,NA,NA
Coscinodon_arctolimnius_higuchii,,moss,1,,new to CA since 2004,xCosinodon arctolimnius (Steere) Steere ssp. higuchii Hastings & Deguchi
Coscinodon_cribrosus,,moss,0,,new to CA since 2004,xCosinodon cribrosus (Hedw.) Spruce
Cratoneuron_filicinum,,moss,0,,,Cratoneuron filicinum (Hedw.) Spruce 
Cratoneuron_filicinum,Amblystegium_filicinum,moss,0,NA,NA,NA
Cratoneuron_filicinum,Callialaria_curvicaulis,moss,0,NA,NA,NA
Cratoneuron_filicinum,Cratoneuron_arcticum,moss,0,NA,NA,NA
Cratoneuron_filicinum,Hypnum_filicinum,moss,0,NA,NA,NA
Crossidium_aberrans,,moss,0,,,Crossidium aberrans Holzinger & E.B.Bartram 
Crossidium_aberrans,Crossidium_spatulaefolium,moss,0,NA,NA,NA
Crossidium_crassinervium,,moss,0,,,Crossidium crassinervium (DeNot.) Jur.
Crossidium_seriatum,,moss,0,,,Crossidium seriatum H.A.Crum & Steere
Crossidium_squamiferum,,moss,0,,,Crossidium squamiferum (Viv.) Jur. 
Crossidium_squamiferum,Crossidium_chloronotos,moss,0,NA,NA,NA
Crossidium_squamiferum,Crossidium_squamigerum,moss,0,NA,NA,NA
Crumia_latifolia,,moss,0,,,Crumia latifolia (Kindb.) W.B.Schofield
Crumia_latifolia,Merceya_latifolia,moss,0,NA,NA,NA
Crumia_latifolia,Scopelophila_latifolia,moss,0,NA,NA,NA
