ACCtrinom,SYNtri,grp,isTrinomial,notes,newTaxa,origFullText
Cynodontium_jenneri,,moss,0,,,Cynodontium jenneri (Schimp.) Stirt. 
Dacryophyllum_falcifolium,,moss,0,,,Dacryophyllum falcifolium Ireland
Daltonia_splachnoides,,moss,0,,new to CA since 2004,xDaltonia splachnoides (Sm.) Hook. & Taylor
Daltonia_splachnoides,Daltonia_gracilis,moss,0,NA,NA,NA
Daltonia_splachnoides,Neckera_splachnoides,moss,0,NA,NA,NA
Dannorrisia_bigelovii,Porotrichum_bigelovii,moss,0,,,Dannorrisia bigelovii (Sull.) Enroth [=Porotrichum bigelovii]
Dannorrisia_bigelovii,Hypnum_bigelovii,moss,0,NA,NA,NA
Dannorrisia_bigelovii,Porothamnium_bigelovii,moss,0,NA,NA,NA
Dannorrisia_bigelovii,Porothamnium_biglovii,moss,0,NA,NA,NA
Dannorrisia_bigelovii,Porothanmium_bigelovii,moss,0,NA,NA,NA
Dannorrisia_bigelovii,Porotrichum_bigelovii,moss,0,NA,NA,NA
Dannorrisia_bigelovii,Porotrichum_biglovii,moss,0,NA,NA,NA
Dannorrisia_bigelovii,Porottiamnium_bigelovii,moss,0,NA,NA,NA
Dannorrisia_bigelovii,Protrichum_bigelovii,moss,0,NA,NA,NA
Dendroalsia_abietina,,moss,0,,,Dendroalsia abietina (Hook.) E.Britton ex Broth.
Dendroalsia_abietina,Alsia_abietina,moss,0,NA,NA,NA
Dendroalsia_abietina,Deldroalsia_abietina,moss,0,NA,NA,NA
Dendroalsia_abietina,Dendroalisia_abietina,moss,0,NA,NA,NA
Dendroalsia_abietina,Dendroalsia_abletina,moss,0,NA,NA,NA
Dendroalsia_abietina,Dendroalsia_circinalis,moss,0,NA,NA,NA
Dichelyma_uncinatum,,moss,0,,,Dichelyma uncinatum Mitt. 
Dichelyma_uncinatum,Dichelyma_cylindricarpum,moss,0,NA,NA,NA
Dichelyma_uncinatum,Dichelyma_unicinatum,moss,0,NA,NA,NA
Dichodontium_flavescens,,moss,0,,,Dichodontium flavescens (Dicks.) Lindb.
Dichodontium_olympicum,,moss,0,,,Dichodontium olympicum Renauld & Cardot
Dichodontium_olympicum,Dichondontium_olympicum,moss,0,NA,NA,NA
Dichodontium_pellucidum,,moss,0,,,Dichodontium pellucidum (Hedw.) Schimp. 
Dichodontium_pellucidum,Dichodontium_flavescens,moss,0,NA,NA,NA
Dichodontium_pellucidum,Dichondontium_pellucidum,moss,0,NA,NA,NA
Dichodontium_pellucidum,Dicranum_pellucidum,moss,0,NA,NA,NA
Dichodontium_pellucidum,Oreoweisia_torquescens,moss,0,NA,NA,NA
Dicranella_grevilleana,,moss,0,,,Dicranella grevilleana (Brid.) Schimp.
Dicranella_heteromalla,,moss,0,,,Dicranella heteromalla (Hedw.) Schimp. 
Dicranella_heteromalla,Campylopus_henrici,moss,0,NA,NA,NA
Dicranella_heteromalla,Dicranella_fitzgeraldii,moss,0,NA,NA,NA
Dicranella_heteromalla,Dicranella_fitzgeraldi,moss,0,NA,NA,NA
Dicranella_heteromalla,Dicranellla_heteromalla,moss,0,NA,NA,NA
Dicranella_heteromalla,Dicranum_heteromalla,moss,0,NA,NA,NA
Dicranella_heteromalla,Dicranum_heteromallum,moss,0,NA,NA,NA
Dicranella_howei,,moss,0,,,Dicranella howei Renauld & Cardot
Dicranella_pacifica,,moss,0,,,Dicranella pacifica W.B.Schof.
Dicranella_palustris,,moss,0,,,Dicranella palustris (Dicks.) Crundw. ex E.F.Warb.
Dicranella_palustris,Anisothecium_palustre,moss,0,NA,NA,NA
Dicranella_palustris,Anisothecium_squarrosa,moss,0,NA,NA,NA
Dicranella_palustris,Anisothecium_squarrosum,moss,0,NA,NA,NA
Dicranella_palustris,Bryum_palustre,moss,0,NA,NA,NA
Dicranella_palustris,Dicranella_squarrosa,moss,0,NA,NA,NA
Dicranella_rufescens,,moss,0,,,Dicranella rufescens (Dicks.) Schimp.
Dicranella_rufescens,Anisothecium_rufescens,moss,0,NA,NA,NA
Dicranella_rufescens,Dicranella_hutchinsonii,moss,0,NA,NA,NA
Dicranella_rufescens,Dicranella_refescens,moss,0,NA,NA,NA
Dicranella_schreberiana,,moss,0,,,Dicranella schreberiana (Hedw.) Hilf. ex H.A.Crum & L.E.Anderson
Dicranella_schreberiana,Anisothecium_grevilleanum,moss,0,NA,NA,NA
Dicranella_schreberiana,Anisothecium_schreberiana,moss,0,NA,NA,NA
Dicranella_schreberiana,Anisothecium_schreberianum,moss,0,NA,NA,NA
Dicranella_schreberiana,Cynodontium_canadense,moss,0,NA,NA,NA
Dicranella_schreberiana,Dichodontium_canadense,moss,0,NA,NA,NA
Dicranella_schreberiana,Dicranella_grevilleana,moss,0,NA,NA,NA
Dicranella_schreberiana,Dicranella_schreberi,moss,0,NA,NA,NA
Dicranella_schreberiana,Dicranum_schreberianum,moss,0,NA,NA,NA
Dicranella_staphylina,,moss,0,,new to CA since 2004,xDicranella staphylina H.Whitehouse
Dicranella_subulata,,moss,0,,,Dicranella subulata (Hedw.) Schimp. 
Dicranella_subulata,Dicranella_secunda,moss,0,NA,NA,NA
Dicranella_subulata,Dicranella_subsubulata,moss,0,NA,NA,NA
Dicranella_subulata,Dicranum_subulatum,moss,0,NA,NA,NA
Dicranella_varia,Dicranella_hilariana,moss,0,plants misidentied; most are D. varia,,Dicranella hilariana (Mont.) Mitt. [Calif. plants misidentied; most are D. varia]
Dicranella_varia,Anisothecium_rubra,moss,0,NA,NA,NA
Dicranella_varia,Anisothecium_rubrum,moss,0,NA,NA,NA
Dicranella_varia,Anisothecium_varium,moss,0,NA,NA,NA
Dicranella_varia,Dicranella_howei,moss,0,NA,NA,NA
Dicranella_varia,Dicranella_langloisii,moss,0,NA,NA,NA
Dicranella_varia,Dicranella_rubra,moss,0,NA,NA,NA
Dicranella_varia,Dicranum_varium,moss,0,NA,NA,NA
Dicranella_varia,Dicranella_herminieri,moss,0,NA,NA,NA
Dicranella_varia,Dicranella_hilariana,moss,0,NA,NA,NA
Dicranella_varia,Dicranella_laxiretis,moss,0,NA,NA,NA
Dicranella_varia,Dicranella_leptotrichoides,moss,0,NA,NA,NA
Dicranoweisia_cirrata,,moss,0,,,Dicranoweisia cirrata (Hedw.) Lindb. ex Milde 
Dicranoweisia_cirrata,Blindia_cirrata,moss,0,NA,NA,NA
Dicranoweisia_cirrata,Dicranoweissia_cirrata,moss,0,NA,NA,NA
Dicranoweisia_cirrata,Weissia_cirrata,moss,0,NA,NA,NA
Dicranoweisia_cirrata,Bryum_cirratum,moss,0,NA,NA,NA
Dicranoweisia_cirrata,Bryum_cirrhatum,moss,0,NA,NA,NA
Dicranum_fuscescens,,moss,0,,,Dicranum fuscescens Turner 
Dicranum_fuscescens,Dicranum_congestum,moss,0,NA,NA,NA
Dicranum_fuscescens,Dicranum_sulcatum,moss,0,NA,NA,NA
Dicranum_howellii,,moss,0,,,Dicranum howellii Renauld & Cardot
Dicranum_scoparium,,moss,0,,,Dicranum scoparium Hedw.
Dicranum_scoparium,Dicranum_latifolium,moss,0,NA,NA,NA
Dicranum_scoparium,Dicranum_scopariuim,moss,0,NA,NA,NA
Dicranum_sulcatum,,moss,0,,,Dicranum sulcatum Kindb. 
Dicranum_undulatum,,moss,0,a Bay Area garden introduction that may not become established,,Dicranum undulatum Schrad. ex Brid. [a Bay Area garden introduction that may not become established]
Dicranum_undulatum,Dicranum_bergeri,moss,0,NA,NA,NA
Dicranum_undulatum,Dicranum_schraderi,moss,0,NA,NA,NA
Didymodon_rigidulus,,moss,0,,,Didymodon rigidulus Hedw. 
Didymodon_rigidulus,Barbula_bescherellei,moss,0,NA,NA,NA
Didymodon_rigidulus,Barbula_bescherllei,moss,0,NA,NA,NA
Didymodon_rigidulus,Barbula_rigidula,moss,0,NA,NA,NA
Didymodon_rigidulus,Didymodon_rididulus,moss,0,NA,NA,NA
Didymodon_rigidulus,Didymodon_rigidulis,moss,0,NA,NA,NA
Didymodon_rigidulus,Didymodon_rigidulud,moss,0,NA,NA,NA
Didymodon_umbrosus,,moss,0,,,Didymodon umbrosus (Müll.Hal.) R.H.Zander 
Didymodon_umbrosus,Trichostomopsis_umbrosa,moss,0,NA,NA,NA
Discelium_nudum,,moss,0,,,Discelium nudum (Dicks.) Brid.
Distichium_capillaceum,,moss,0,,,Distichium capillaceum (Hedw.) Bruch & Schimp.
Distichium_capillaceum,Distichium_capilaceum,moss,0,NA,NA,NA
Distichium_capillaceum,Distichium_capllaceum,moss,0,NA,NA,NA
Distichium_capillaceum,Districhium_capillaceum,moss,0,NA,NA,NA
Distichium_inclinatum,,moss,0,,,Distichium inclinatum (Hedw.) Bruch & Schimp. 
Ditrichum_ambiguum,,moss,0,,,Ditrichum ambiguum Best 
Ditrichum_heteromallum,,moss,0,,,Ditrichum heteromallum (Hedw.) E.Britton 
Ditrichum_heteromallum,Ditrichum_heteromalla,moss,0,NA,NA,NA
Ditrichum_heteromallum,Ditrichum_homomallum,moss,0,NA,NA,NA
Ditrichum_heteromallum,Ditrichum_zonatum,moss,0,NA,NA,NA
Ditrichum_montanum,,moss,0,,,Ditrichum montanum Leiberg
Ditrichum_schimperi,,moss,0,,,Ditrichum schimperi (Lesq.) Kuntze 
Ditrichum_schimperi,Leptotrichum_schimperi,moss,0,NA,NA,NA
Donrichardsia_pringlei,Platyhypnidium_pringlei,moss,0,,new to CA since 2004,xDonrichardsia pringlei (Cardot) Huttunen & Ignatov [=Platyhypnidium pringlei]
Donrichardsia_pringlei,Eurhynchium_pringlei,moss,0,NA,NA,NA
Donrichardsia_pringlei,Oxyrrhynchium_pringlei,moss,0,NA,NA,NA
Donrichardsia_pringlei,Platyhypnidium_pringei,moss,0,NA,NA,NA
Donrichardsia_pringlei,Platyhypnidium_pringlei,moss,0,NA,NA,NA
Donrichardsia_pringlei,Platyhypnidium_pringlei,moss,0,NA,NA,NA
Drepanocladus_aduncus,,moss,0,,,Drepanocladus aduncus (Hedw.) Warnst. 
Drepanocladus_aduncus,Brachythecium_edentatum,moss,0,NA,NA,NA
Drepanocladus_aduncus,Brachythecium_edentula,moss,0,NA,NA,NA
Drepanocladus_aduncus,Calliergidium_bakeri,moss,0,NA,NA,NA
Drepanocladus_aduncus,Drepanocladus_aduncas,moss,0,NA,NA,NA
Drepanocladus_aduncus,Drepanocladus_aduncum,moss,0,NA,NA,NA
Drepanocladus_aduncus,Drepanocladus_kneiffii,moss,0,NA,NA,NA
Drepanocladus_aduncus,Drepanocladus_kneifii,moss,0,NA,NA,NA
Drepanocladus_aduncus,Drepanocladus_polycarpon,moss,0,NA,NA,NA
Drepanocladus_aduncus,Drepanocladus_polycarpos,moss,0,NA,NA,NA
Drepanocladus_aduncus,Drepanocladus_polycarpus,moss,0,NA,NA,NA
Drepanocladus_aduncus,Drepanocladus_simplicissimus,moss,0,NA,NA,NA
Drepanocladus_aduncus,Dreplanocladus_aduncus,moss,0,NA,NA,NA
Drepanocladus_aduncus,Hypnum_aduncum,moss,0,NA,NA,NA
Drepanocladus_aduncus,Hypnum_bakeri,moss,0,NA,NA,NA
Drepanocladus_longifolius,Drepanocladus_capillifolius,moss,0,,,Drepanocladus longifolius (Wilson ex Mitt.) Broth. ex Paris [=Drepanocladus capillifolius]
Drepanocladus_longifolius,Hypnum_capillifolium,moss,0,NA,NA,NA
Drepanocladus_longifolius,Drepanocladus_capillifolius,moss,0,NA,NA,NA
Drepanocladus_longifolius,Drepanocladus_crassicostatus,moss,0,NA,NA,NA
Drepanocladus_longifolius,Drepanocladus_longiflolius,moss,0,NA,NA,NA
Drepanocladus_polycarpus,,moss,0,,,Drepanocladus polycarpus (Blandow ex Voit) Warnst.
Drepanocladus_polygamus,Campylium_polygamum,moss,0,,,Drepanocladus polygamus (Schimp.) Hedenäs [=Campylium polygamum]
Drepanocladus_polygamus,Amblystegium_polygamum,moss,0,NA,NA,NA
Drepanocladus_polygamus,Campyliadelphus_polygamus,moss,0,NA,NA,NA
Drepanocladus_polygamus,Campylium_polygamum,moss,0,NA,NA,NA
Drepanocladus_sordidus,,moss,0,,,Drepanocladus sordidus (Müll.Hal.) Hedenäs
Drepanocladus_sordidus,Drepanocladus_sendteri,moss,0,NA,NA,NA
Drepanocladus_sordidus,Drepanocladus_sendtneri,moss,0,NA,NA,NA
Encalypta_ciliata,,moss,0,,,Encalypta ciliata Hedw.
Encalypta_intermedia,,moss,0,,,Encalypta intermedia Jur.
Encalypta_procera,,moss,0,,,Encalypta procera Bruch
Encalypta_procera,Eucalypta_procera,moss,0,NA,NA,NA
Encalypta_rhaptocarpa,,moss,0,,,Encalypta rhaptocarpa Schwägr.
Encalypta_rhaptocarpa,Encalypta_intermedia,moss,0,NA,NA,NA
Encalypta_rhaptocarpa,Encalypta_rhabdocarpa,moss,0,NA,NA,NA
Encalypta_rhaptocarpa,Encalypta_rhatocarpa,moss,0,NA,NA,NA
Encalypta_vulgaris,,moss,0,,,Encalypta vulgaris Hedw.
Encalypta_vulgaris,Encalyptra_vulgaris,moss,0,NA,NA,NA
Encalypta_vulgaris,Eucalypta_vulgaris,moss,0,NA,NA,NA
Entosthodon_attenuatus,,moss,0,,,Entosthodon attenuatus (Dicks.) Bryhn 
Entosthodon_attenuatus,Entosthodon_templetonii,moss,0,NA,NA,NA
Entosthodon_bolanderi,,moss,0,,,Entosthodon bolanderi Lesq. 
Entosthodon_bolanderi,Funaria_bolanderi,moss,0,NA,NA,NA
Entosthodon_californicus,Entosthodon_drummondii,moss,0,,,Entosthodon drummondii Sull. [Calif. plants so named are E. californicus]
Entosthodon_californicus,,moss,0,,,Entosthodon californicus (Sull. & Lesq.) H.A Crum & L.E.Anderson 
Entosthodon_californicus,Entosthodon_californica,moss,0,NA,NA,NA
Entosthodon_californicus,Funaria_californica,moss,0,NA,NA,NA
Entosthodon_californicus,Entosthodon_drummondi,moss,0,NA,NA,NA
Entosthodon_californicus,Entosthodon_drummondii,moss,0,NA,NA,NA
Entosthodon_californicus,Funaria_drummondi,moss,0,NA,NA,NA
Entosthodon_californicus,Funaria_drummondii,moss,0,NA,NA,NA
Entosthodon_fascicularis,,moss,0,,new to CA since 2004,xEntosthodon fascicularis (Hedw.) Müll.Hal.
Entosthodon_fascicularis,Entosthodon_leibergii,moss,0,NA,NA,NA
Entosthodon_fascicularis,Funaria_fascicularis,moss,0,NA,NA,NA
Entosthodon_kochii,,moss,0,,,Entosthodon kochii H.A.Crum & L.E.Anderson 
Entosthodon_planoconvexus,,moss,0,,new to CA since 2004,xEntosthodon planoconvexus (E.B.Bartram) Grout
Entosthodon_rubrisetus,,moss,0,,,Entosthodon rubrisetus (E.B.Bartram) Grout
Entosthodon_rubrisetus,Funaria_rubriseta,moss,0,NA,NA,NA
Entosthodon_tucsoni,,moss,0,,,Entosthodon tucsoni (E.B.Bartram) Grout 
Ephemerum_serratum,,moss,0,,,Ephemerum serratum (Schreb. ex Hedw.) Hampe 
Ephemerum_serratum,Phascum_serratum,moss,0,NA,NA,NA
Epipterygium_tozeri,,moss,0,,,Epipterygium tozeri (Grev.) Lindb. 
Epipterygium_tozeri,Bryum_tozeri,moss,0,NA,NA,NA
Epipterygium_tozeri,Bryum_tozerii,moss,0,NA,NA,NA
Epipterygium_tozeri,Pohlia_tozeri,moss,0,NA,NA,NA
Epipterygium_tozeri,Webera_tozei,moss,0,NA,NA,NA
Epipterygium_tozeri,Webera_tozeri,moss,0,NA,NA,NA
Eucladium_verticillatum,,moss,0,,,Eucladium verticillatum (With.) Bruch & Schimp. 
Eucladium_verticillatum,Eucladium_verticullatum,moss,0,NA,NA,NA
Eurhynchiastrum_pulchellum,Eurhynchium_pulchellum,moss,0,,,Eurhynchiastrum pulchellum (Hedw.) Ignatov & Huttunen [=Eurhynchium pulchellum]
Eurhynchiastrum_pulchellum,Eurhychium_pulchellum,moss,0,NA,NA,NA
Eurhynchiastrum_pulchellum,Eurhynchium_diversifolium,moss,0,NA,NA,NA
Eurhynchiastrum_pulchellum,Eurhynchium_fallax,moss,0,NA,NA,NA
Eurhynchiastrum_pulchellum,Eurhynchium_puchellum,moss,0,NA,NA,NA
Eurhynchiastrum_pulchellum,Eurhynchium_pulchellum,moss,0,NA,NA,NA
Eurhynchiastrum_pulchellum,Eurhynchium_pulchellum,moss,0,NA,NA,NA
Eurhynchiastrum_pulchellum,Eurhynchium_pullchellum,moss,0,NA,NA,NA
Eurhynchiastrum_pulchellum,Eurhynchium_pullchelum,moss,0,NA,NA,NA
Eurhynchiastrum_pulchellum,Eurhynchium_strigosum,moss,0,NA,NA,NA
Eurhynchiastrum_pulchellum,Eurhynchium_substrigosum,moss,0,NA,NA,NA
Eurhynchiastrum_pulchellum,Eurhynchium_pulchellum,moss,0,NA,NA,NA
Eurhynchiastrum_pulchellum,Rhynchostegium_pulchellum,moss,0,NA,NA,NA
Fabronia_pusilla,Fabronia_ciliaris,moss,0,,,Fabronia ciliaris (Brid.) Brid. [Calif. plants misidentified; are F. pusilla]
Fabronia_pusilla,,moss,0,,,Fabronia pusilla Raddi 
Fabronia_pusilla,Fabronia_bartramii,moss,0,NA,NA,NA
Fabronia_pusilla,Fabronia_caroliniana,moss,0,NA,NA,NA
Fabronia_pusilla,Fabronia_ciliaris,moss,0,NA,NA,NA
Fabronia_pusilla,Fabronia_ciliata,moss,0,NA,NA,NA
Fabronia_pusilla,Fabronia_gymnostoma,moss,0,NA,NA,NA
Fabronia_pusilla,Fabronia_imperfecta,moss,0,NA,NA,NA
Fabronia_pusilla,Fabronia_octoblepharis,moss,0,NA,NA,NA
Fabronia_pusilla,Fabronia_ravenelii,moss,0,NA,NA,NA
Fabronia_pusilla,Fabronia_wrightii,moss,0,NA,NA,NA
Fissidens_adianthoides,,moss,0,,,Fissidens adianthoides Hedw.
Fissidens_adianthoides,Fissidens_adianthoide,moss,0,NA,NA,NA
Fissidens_adianthoides,Fissidens_adiantoides,moss,0,NA,NA,NA
Fissidens_aphelotaxifolius,,moss,0,,,Fissidens aphelotaxifolius Pursell
Fissidens_bryoides,,moss,0,,,Fissidens bryoides Hedw.
Fissidens_bryoides,Fissidens_andersoni,moss,0,NA,NA,NA
Fissidens_bryoides,Fissidens_andersonii,moss,0,NA,NA,NA
Fissidens_bryoides,Fissidens_exiguus,moss,0,NA,NA,NA
Fissidens_bryoides,Fissidens_falcatulus,moss,0,NA,NA,NA
Fissidens_bryoides,Fissidens_incurvas,moss,0,NA,NA,NA
Fissidens_bryoides,Fissidens_incurvis,moss,0,NA,NA,NA
Fissidens_bryoides,Fissidens_incurvus,moss,0,NA,NA,NA
Fissidens_bryoides,Fissidens_pusillus,moss,0,NA,NA,NA
Fissidens_bryoides,Fissidens_texanus,moss,0,NA,NA,NA
Fissidens_bryoides,Fissidens_viridulus,moss,0,NA,NA,NA
Fissidens_crispus,,moss,0,,,Fissidens crispus Mont.
Fissidens_crispus,Fissidens_limbatus,moss,0,NA,NA,NA
Fissidens_crispus,Fissidens_repandus,moss,0,NA,NA,NA
Fissidens_crispus,Fissidens_tortilis,moss,0,NA,NA,NA
Fissidens_curvatus,,moss,0,,,Fissidens curvatus Hornsch.
Fissidens_curvatus,Fissidens_milobakeri,moss,0,NA,NA,NA
Fissidens_dubius,,moss,0,,,Fissidens dubius P.Beauv.
Fissidens_dubius,Fissidens_decipiens,moss,0,NA,NA,NA
Fissidens_dubius,Fissidens_cristatus,moss,0,NA,NA,NA
Fissidens_dubius,Fissidens_cristatus,moss,0,NA,NA,NA
Fissidens_dubius,Fissidens_floridanus,moss,0,NA,NA,NA
Fissidens_fontanus,,moss,0,,,Fissidens fontanus (Bach.Pyl.) Steud.
Fissidens_fontanus,Conomitrium_julianum,moss,0,NA,NA,NA
Fissidens_fontanus,Fissidens_debilis,moss,0,NA,NA,NA
Fissidens_fontanus,Fissidens_fontana,moss,0,NA,NA,NA
Fissidens_fontanus,Fissidens_julianus,moss,0,NA,NA,NA
Fissidens_fontanus,Octodiceras_fontanum,moss,0,NA,NA,NA
Fissidens_grandifrons,,moss,0,,,Fissidens grandifrons Brid.
Fissidens_grandifrons,Fissidens_gradifrons,moss,0,NA,NA,NA
Fissidens_minutulus,,moss,0,,,Fissidens minutulus Sull.
Fissidens_obtusifolius,,moss,0,,new to CA since 2004,xFissidens obtusifolius Wilson
Fissidens_pauperculus,,moss,0,,,Fissidens pauperculus M.Howe
Fissidens_sublimbatus,,moss,0,,,Fissidens sublimbatus Grout
Fissidens_sublimbatus,Fissidens_subelimbatus,moss,0,NA,NA,NA
Fissidens_taxifolius,,moss,0,,,Fissidens taxifolius Hedw.
Fissidens_taxifolius,Fissidens_clebschii,moss,0,NA,NA,NA
Fissidens_taxifolius,Fissidens_taxifolium,moss,0,NA,NA,NA
Fissidens_taylorii,,moss,0,,,Fissidens taylorii Müll.Hal.
Fissidens_ventricosus,,moss,0,,,Fissidens ventricosus Lesq.
Fissidens_ventricosus,Fissidens_rufulus,moss,0,NA,NA,NA
Fissidens_ventricosus,Fissidens_venticosus,moss,0,NA,NA,NA
Fontinalis_antipyretica,,moss,0,,,Fontinalis antipyretica Hedw. 
Fontinalis_antipyretica,Fontinalis_allenii,moss,0,NA,NA,NA
Fontinalis_antipyretica,Fontinalis_californica,moss,0,NA,NA,NA
Fontinalis_antipyretica,Fontinalis_gigantea,moss,0,NA,NA,NA
Fontinalis_antipyretica,Fontinalis_mollis,moss,0,NA,NA,NA
Fontinalis_antipyretica,Fontinalis_patula,moss,0,NA,NA,NA
Fontinalis_antipyretica,Fontinalis_patula,moss,0,NA,NA,NA
Fontinalis_antipyretica,Fontinalis_utahensis,moss,0,NA,NA,NA
Fontinalis_chrysophylla,,moss,0,,,Fontinalis chrysophylla Cardot
Fontinalis_gigantea,,moss,0,,,Fontinalis gigantea Sull.
Fontinalis_howellii,,moss,0,,,Fontinalis howellii Renauld & Cardot
Fontinalis_howellii,Fontinalis_chrysophilla,moss,0,NA,NA,NA
Fontinalis_howellii,Fontinalis_chrysophylla,moss,0,NA,NA,NA
Fontinalis_howellii,Fontinalis_kindbergii,moss,0,NA,NA,NA
Fontinalis_hypnoides,,moss,0,,,Fontinalis hypnoides C.J.Hartm.
Fontinalis_hypnoides,Fontinalis_duriaei,moss,0,NA,NA,NA
Fontinalis_hypnoides,Fontinalis_holzingeri,moss,0,NA,NA,NA
Fontinalis_hypnoides,Fontinalis_nitida,moss,0,NA,NA,NA
Fontinalis_hypnoides,Fontinalis_obscura,moss,0,NA,NA,NA
Fontinalis_hypnoides,Fontinalis_subcarinata,moss,0,NA,NA,NA
Fontinalis_hypnoides,Fontinalis_tenella,moss,0,NA,NA,NA
Fontinalis_hypnoides,Fontinalis_umbachii,moss,0,NA,NA,NA
Fontinalis_mollis,,moss,0,,,Fontinalis mollis Müll.Hal.
Fontinalis_neomexicana,,moss,0,,,Fontinalis neomexicana Sull. & Lesq.
Fontinalis_neomexicana,Fontinalis_maritima,moss,0,NA,NA,NA
Frisvollia_varia,Codriophorus_varius,moss,0,,,
Frisvollia_varia,Racomitrium_varium,moss,0,,,"Frisvollia varia (Mitt.) Sawicki, Szczecińska, Bedn.-Ochyra & Ochyra [=Racomitrium varium; Codriophorus varius]"
Frisvollia_varia,Codriophorus_varius,moss,0,NA,NA,NA
Frisvollia_varia,Grimmia_varia,moss,0,NA,NA,NA
Frisvollia_varia,Racomitrium_oreganum,moss,0,NA,NA,NA
Frisvollia_varia,Racomitrium_speciosum,moss,0,NA,NA,NA
Frisvollia_varia,Racomitrium_varium,moss,0,NA,NA,NA
Frisvollia_varia,Rhacomitrium_varia,moss,0,NA,NA,NA
Frisvollia_varia,Rhacomitrium_varium,moss,0,NA,NA,NA
Frisvollia_varia,Rhacomitriuum_varium,moss,0,NA,NA,NA
Funaria_calvescens,,moss,0,,,Funaria calvescens Schwägr.
Funaria_convexa,,moss,0,,new to CA since 2004,xFunaria convexa Spruce
Funaria_hygrometrica,,moss,0,,,Funaria hygrometrica Hedw. 
Funaria_hygrometrica,Funaria_hydrometica,moss,0,NA,NA,NA
Funaria_hygrometrica,Funaria_hygrometirca,moss,0,NA,NA,NA
Funaria_hygrometrica,Furnaria_hygrometrica,moss,0,NA,NA,NA
Funaria_microstoma,,moss,0,,,Funaria microstoma Bruch ex Schimp.
Funaria_muhlenbergii,,moss,0,,,Funaria muhlenbergii Turner
Funaria_muhlenbergii,Funaria_calcarea,moss,0,NA,NA,NA
Funaria_muhlenbergii,Funaria_convexa,moss,0,NA,NA,NA
Funaria_muhlenbergii,Funaria_mediterranea,moss,0,NA,NA,NA
Funaria_muhlenbergii,Funaria_muehlenbergii,moss,0,NA,NA,NA
Funaria_muhlenbergii,Funaria_mulhenbergii,moss,0,NA,NA,NA
Funaria_pulchella,,moss,0,,new to CA since 2004,xFunaria pulchella H.Philib.
Geheebia_fallax,Didymodon_fallax,moss,0,,,Geheebia fallax (Hedw.) R.H.Zander 
Geheebia_fallax,Barbula_fallax,moss,0,NA,NA,NA
Geheebia_fallax,Bryum_fallax,moss,0,NA,NA,NA
Geheebia_fallax,Didymodon_fallax,moss,0,NA,NA,NA
Geheebia_ferruginea,Didymodon_ferrugineus,moss,0,,,Geheebia ferruginea (Schimp. ex Besch.) R.H.Zander 
Geheebia_ferruginea,Barbula_reflexa,moss,0,NA,NA,NA
Geheebia_ferruginea,Didymodon_ferrugineus,moss,0,NA,NA,NA
Geheebia_ferruginea,Didymodon_rigidicaulis,moss,0,NA,NA,NA
Geheebia_tophaeca,Didymodon_tophaceus,moss,0,,,Geheebia tophaeca (Brid.) R.H.Zander
Geheebia_tophaeca,Barbula_tophacea,moss,0,NA,NA,NA
Geheebia_tophaeca,Dactylhymenium_pringlei,moss,0,NA,NA,NA
Geheebia_tophaeca,Desmatodon_hendersonii,moss,0,NA,NA,NA
Geheebia_tophaeca,Didymodon_hendersoni,moss,0,NA,NA,NA
Geheebia_tophaeca,Didymodon_hendersonii,moss,0,NA,NA,NA
Geheebia_tophaeca,Didymodon_tophaceus,moss,0,NA,NA,NA
Geheebia_tophaeca,Husnotiella_pringlei,moss,0,NA,NA,NA
Geheebia_tophaeca,Trichostomum_tophaceum,moss,0,NA,NA,NA
Gemmabryum_barnesii,Bryum_barnesii,moss,0,,,Gemmabryum barnesii (J.B.Wood ex Schimp.) J.R.Spence [=Bryum barnesii]
Gemmabryum_barnesii,Bryum_barnesii,moss,0,NA,NA,NA
Gemmabryum_brassicoides,Bryum_brassicoides,moss,0,,new to Science since 2004,xyGemmabryum brassicoides J.R.Spence & Kellman
Gemmabryum_caespiticium,Bryum_caespiticium,moss,0,,,Gemmabryum caespiticium (Hedw.) J.R. Spence [=Bryum caespiticium]
Gemmabryum_caespiticium,Bryum_caespitcium,moss,0,NA,NA,NA
Gemmabryum_caespiticium,Bryum_caespiticium,moss,0,NA,NA,NA
Gemmabryum_caespiticium,Bryum_caespiticium,moss,0,NA,NA,NA
Gemmabryum_caespiticium,Bryum_caespiticum,moss,0,NA,NA,NA
Gemmabryum_caespiticium,Bryum_caespitosum,moss,0,NA,NA,NA
Gemmabryum_caespiticium,Bryum_cernuum,moss,0,NA,NA,NA
Gemmabryum_caespiticium,Bryum_cespiticium,moss,0,NA,NA,NA
Gemmabryum_caespiticium,Gemmabryum_caespitichium,moss,0,NA,NA,NA
Gemmabryum_caespiticium,Gemmabryum_caespiticum,moss,0,NA,NA,NA
Gemmabryum_caespiticium,Gemmabryum_caespiticum,moss,0,NA,NA,NA
Gemmabryum_californicum,Bryum_californicum,moss,0,,new to CA since 2004,xGemmabryum californicum (Sull.) J.R.Spence & Kellman [=Bryum californicum]
Gemmabryum_californicum,Bryum_californicum,moss,0,NA,NA,NA
